Player,Age,G,MP,eFG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PTS
Rashard Lewis\lewisra02,27,60,39.1,0.536,4.4,5.3,0.841,6.6,2.4,1.1,0.7,2,22.4
Jumaine Jones\jonesju01,27,18,7.7,0.373,0.1,0.1,1,1.3,0.1,0.3,0.1,0.4,2.2
Fred Jones\jonesfr01,27,63,20.9,0.439,1.5,1.8,0.833,1.8,1.7,0.8,0.3,1.1,6.5
Walter Herrmann\herrmwa01,27,48,19.5,0.608,0.9,1.1,0.774,2.9,0.5,0.4,0.1,0.7,9.2
Brendan Haywood\haywobr01,27,77,22.6,0.558,1.5,2.7,0.548,6.2,0.6,0.4,1.1,1.2,6.6
Trenton Hassell\hassetr01,27,76,29.3,0.497,0.9,1.2,0.783,3.2,2.7,0.3,0.3,1.1,6.7
Lynn Greer\greerly01,27,41,10.5,0.496,0.7,0.8,0.844,0.7,1.3,0.4,0,0.4,4.1
Ricky Davis\davisri01,27,81,37.3,0.521,3,3.5,0.839,3.9,4.8,1,0.3,2.6,17
Baron Davis\davisba01,27,63,35.3,0.48,4.4,5.9,0.745,4.4,8.1,2.1,0.5,3.1,20.1
Rasual Butler\butlera01,27,81,27.4,0.484,0.7,1.1,0.644,3.2,0.8,0.5,0.7,0.8,10.1
Primož Brezec\brezepr01,27,58,14.4,0.447,0.7,1.2,0.632,3.2,0.4,0.2,0.4,0.7,5
Elton Brand\brandel01,27,80,38.5,0.533,4.4,5.8,0.761,9.3,2.9,1,2.2,2.5,20.5
Charlie Bell\bellch01,27,82,34.7,0.503,1.6,2,0.78,2.9,3,1.2,0,1.3,13.5
Carlos Arroyo\arroyca01,27,72,18.1,0.439,1.8,2.3,0.795,1.9,2.8,0.5,0,1.3,7.7
Jamaal Tinsley\tinslja01,28,72,31.2,0.424,2.4,3.3,0.72,3.3,6.9,1.6,0.3,2.8,12.8
Etan Thomas\thomaet01,28,65,19.2,0.574,1.2,2.1,0.558,5.8,0.4,0.3,1.4,1.1,6.1
Darius Songaila\songada01,28,37,18.9,0.524,1.2,1.5,0.852,3.6,1,0.5,0.3,1.2,7.6
Brian Scalabrine\scalabr01,28,54,19,0.518,0.3,0.4,0.783,1.9,1.1,0.4,0.3,0.8,4
Jermaine O'Neal\onealje01,28,69,35.6,0.436,5,6.5,0.767,9.6,2.4,0.7,2.6,2.9,19.4
Dirk Nowitzki\nowitdi01,28,78,36.2,0.529,6.4,7.1,0.904,8.9,3.4,0.7,0.8,2.1,24.6
Shawn Marion\mariosh01,28,80,37.6,0.561,2.5,3.1,0.81,9.8,1.7,2,1.5,1.4,17.5
Jamaal Magloire\magloja01,28,81,21,0.504,1.6,3,0.541,6.1,0.4,0.3,0.8,1.6,6.5
Marko Jarić\jaricma01,28,70,22.2,0.468,1,1.3,0.761,2.6,2.1,1.1,0.2,1.3,5.3
Stephen Jackson\jacksst02,28,75,33.1,0.486,3.2,4,0.813,3,3.8,1.1,0.5,2.4,15.5
Larry Hughes\hughela01,28,70,37.1,0.439,3,4.4,0.676,3.8,3.7,1.3,0.4,2.2,14.9
Eddie House\houseed01,28,56,16.9,0.517,0.6,0.6,0.917,1.6,1.2,0.5,0.1,0.5,8.4
Jason Hart\hartja01,28,36,23.5,0.462,1.2,1.3,0.894,2.7,2.9,1.2,0,1.1,6.9
Richard Hamilton\hamilri01,28,75,36.8,0.486,4.6,5.4,0.861,3.8,3.8,0.8,0.2,2.1,19.8
Dan Gadzuric\gadzuda01,28,54,15.6,0.474,0.8,1.7,0.467,4.6,0.5,0.4,0.6,0.9,4.8
Maurice Evans\evansma01,28,76,22.8,0.476,1.6,2,0.787,2.9,1,0.5,0.2,0.8,8.4
Melvin Ely\elyme01,28,30,10.3,0.363,1,1.6,0.66,1.8,0.6,0.2,0.3,0.9,3
Juan Dixon\dixonju01,28,81,23.8,0.482,1.2,1.4,0.871,2,1.5,0.9,0.1,1.2,9.6
Dan Dickau\dickada01,28,50,8.9,0.411,0.8,1.1,0.792,0.9,1.4,0.3,0,0.5,3.3
Jason Collins\collija04,28,80,23.1,0.364,0.7,1.6,0.465,4,0.6,0.5,0.5,0.9,2.1
Jarron Collins\collija03,28,82,11.1,0.441,0.7,1,0.651,2.1,0.7,0.2,0.1,0.5,2.5
Speedy Claxton\claxtsp01,28,42,25.1,0.338,0.8,1.4,0.55,1.9,4.4,1.7,0.1,1.8,5.3
Kobe Bryant*\bryanko01,28,77,40.8,0.502,8.7,10,0.868,5.7,5.4,1.4,0.5,3.3,31.6
Devin Brown\brownde02,28,58,28.7,0.493,2.1,2.7,0.794,4.3,2.6,0.8,0.2,1.6,11.6
Mike Bibby\bibbymi01,28,82,34,0.478,3.5,4.2,0.83,3.2,4.7,1.1,0.1,2.4,17.1
Shane Battier\battish01,28,82,36.4,0.567,1.1,1.4,0.779,4.1,2.1,1,0.7,0.9,10.1
Malik Allen\allenma01,28,60,10.6,0.415,0.5,0.6,0.824,2,0.3,0.3,0.3,0.4,4
Jake Voskuhl\voskuja01,29,73,14.3,0.475,1.1,1.5,0.681,3.5,0.6,0.4,0.3,0.8,4.4
Ime Udoka\udokaim01,29,75,28.6,0.548,0.9,1.2,0.742,3.7,1.5,0.9,0.2,1,8.4
Tim Thomas\thomati01,29,76,27,0.508,1.3,1.9,0.708,5,2.3,0.7,0.4,1.4,11
Kenny Thomas\thomake01,29,62,22.8,0.482,0.6,1.2,0.513,6.1,1.2,0.7,0.3,1.5,5.3
Jason Terry\terryja01,29,81,35.1,0.56,2,2.5,0.804,2.9,5.2,1,0.2,1.9,16.7
Wally Szczerbiak\szczewa02,29,32,28.1,0.472,3.5,3.9,0.897,3.1,1.7,0.6,0.1,1.7,15
Peja Stojaković\stojape01,29,13,32.7,0.51,2.4,2.9,0.816,4.2,0.8,0.6,0.3,1.5,17.8
Paul Pierce\piercpa01,29,47,37,0.502,6.8,8.6,0.796,5.9,4.1,1,0.3,3.2,25
Morris Peterson\petermo01,29,71,21.3,0.532,1.2,1.7,0.683,3.3,0.7,0.6,0.2,0.7,8.9
Nazr Mohammed\mohamna01,29,51,15.2,0.532,1,1.6,0.61,4.5,0.2,0.5,0.8,0.8,5.6
Desmond Mason\masonde01,29,75,34.3,0.452,2.9,4.3,0.663,4.6,1.5,0.7,0.3,2.6,13.7
Kenyon Martin\martike01,29,2,31.5,0.5,1.5,6,0.25,10,0.5,0,0,2.5,9.5
Stephon Marbury\marbust01,29,74,37.1,0.48,4,5.2,0.769,2.9,5.4,1,0.1,2.4,16.4
Tyronn Lue\luety01,29,56,26.6,0.469,2.6,2.9,0.883,1.9,3.6,0.4,0,1.5,11.4
Gordan Giriček\giricgo01,29,61,19.5,0.53,1.2,1.4,0.816,2.1,1,0.5,0.1,1,7.8
Manu Ginóbili\ginobma01,29,75,27.5,0.539,4.3,5,0.86,4.4,3.5,1.5,0.4,2.1,16.5
Devean George\georgde01,29,60,21.4,0.466,0.6,0.8,0.75,3.6,0.6,0.8,0.4,0.9,6.4
Jorge Garbajosa\garbajo01,29,67,28.5,0.482,0.9,1.2,0.731,4.9,1.9,1.2,0.2,1,8.5
Steve Francis\francst01,29,44,28.1,0.469,4,4.8,0.829,3.6,3.9,0.9,0.3,2.3,11.3
Michael Doleac\doleami01,29,56,12.5,0.469,0.6,0.7,0.878,2.8,0.4,0.3,0.3,0.5,3.6
Brian Cardinal\cardibr01,29,28,11.2,0.6,0.9,1,0.926,2.1,1.1,0.8,0,0.8,4.5
Bonzi Wells\wellsbo01,30,28,21.1,0.413,1.6,2.9,0.561,4.3,1.1,0.9,0.5,2,7.8
Antoine Walker\walkean02,30,78,23.3,0.46,0.6,1.3,0.438,4.3,1.7,0.6,0.2,1.8,8.5
Maurice Taylor\tayloma01,30,12,8.6,0.286,0.7,1.1,0.615,2.3,0.4,0.3,0.1,0.5,2
Brian Skinner\skinnbr01,30,67,22.7,0.49,0.7,1.2,0.582,5.7,0.9,0.3,1,1.1,4.4
Michael Ruffin\ruffimi01,30,30,9,0.278,0.2,0.6,0.368,2.1,0.2,0.2,0.3,0.4,0.6
James Posey\poseyja01,30,71,27,0.543,1.1,1.4,0.827,5,1.3,1,0.3,0.8,7.7
Scott Padgett\padgesc01,30,31,7.5,0.357,0.2,0.4,0.462,1.7,0.3,0.2,0.1,0.3,1.5
Rasho Nesterović\nestera01,30,80,21,0.546,0.4,0.6,0.68,4.5,0.9,0.5,1.1,0.7,6.2
Eduardo Nájera\najered01,30,75,22.1,0.578,1.2,1.6,0.715,4.1,0.9,1,0.3,0.7,6.6
Brad Miller\millebr01,30,63,28.3,0.459,1.8,2.4,0.772,6.4,3.6,0.6,0.6,1.7,9
Andre Miller\millean02,30,80,37.1,0.469,2.8,3.5,0.784,4.4,7.8,1.4,0.1,2.8,13.4
Raef LaFrentz\lafrera01,30,27,13,0.392,0.7,1,0.769,2.6,0.3,0.3,0.4,0.5,3.7
Damon Jones\jonesda01,30,60,19.6,0.511,0.5,0.7,0.682,1.1,1.6,0.3,0,0.6,6.6
Šarūnas Jasikevičius\jasiksa01,30,63,15.4,0.466,1.4,1.5,0.905,1.1,2.7,0.4,0,1.4,6.1
Antawn Jamison\jamisan01,30,70,38,0.51,3.2,4.4,0.736,8,1.9,1.1,0.5,1.5,19.8
Troy Hudson\hudsotr01,30,34,16.3,0.451,0.8,0.9,0.813,1.4,2.1,0.4,0.1,1.2,5.9
Matt Harpring\harprma01,30,77,25.5,0.501,3.1,4,0.767,4.6,1.3,0.7,0.1,1.5,11.6
Pat Garrity\garripa01,30,33,8.4,0.393,0.5,0.5,0.889,1.3,0.4,0.2,0,0.4,2.2
Kevin Garnett*\garneke01,30,76,39.4,0.48,5.5,6.6,0.835,12.8,4.1,1.2,1.7,2.7,22.4
Jeff Foster\fosteje01,30,75,23.2,0.469,1,1.6,0.639,8.1,0.8,0.8,0.5,0.9,4.3
Danny Fortson\fortsda01,30,14,11.3,0.5,0.7,0.9,0.769,3.1,0.1,0.1,0,1.1,2.9
Francisco Elson\elsonfr01,30,70,19,0.511,0.9,1.1,0.775,4.8,0.8,0.4,0.8,1.2,5
Tim Duncan*\duncati01,30,80,34.1,0.547,4.5,7.1,0.637,10.6,3.4,0.8,2.4,2.8,20
Vince Carter\cartevi01,30,82,38.1,0.503,5.6,7,0.802,6,4.8,1,0.4,2.6,25.2
Greg Buckner\buckngr01,30,76,18.1,0.465,0.4,0.4,0.794,2.1,0.9,0.6,0.1,0.5,4
Earl Boykins\boykiea01,30,66,30.8,0.482,3.3,3.7,0.898,2.1,4.4,0.8,0,1.8,14.6
Calvin Booth\boothca01,30,44,8.6,0.477,0.1,0.2,0.6,1.8,0.4,0.1,0.7,0.2,1.6
Chauncey Billups\billuch01,30,70,36.2,0.494,5.5,6.2,0.883,3.4,7.2,1.2,0.2,2,17
Raja Bell\bellra01,30,78,37.4,0.539,1.5,1.9,0.776,3.2,2.5,0.6,0.3,1.1,14.7
Tony Battie\battito01,30,66,23.9,0.489,0.8,1.2,0.675,5.2,0.5,0.4,0.5,0.9,6.1
Rafer Alston\alstora01,30,82,37.1,0.47,1.6,2.2,0.734,3.4,5.4,1.6,0.1,2.1,13.3
Shareef Abdur-Rahim\abdursh01,30,80,25.2,0.476,2.1,2.9,0.726,5,1.4,0.7,0.5,1.5,9.9
Lorenzen Wright\wrighlo02,31,67,15.4,0.448,0.1,0.5,0.281,3.2,0.6,0.4,0.4,0.6,2.6
Shammond Williams\willish01,31,30,11.5,0.523,0.1,0.2,0.667,1.3,1,0.4,0,0.4,3.1
Jason Williams\willija02,31,61,30.6,0.501,1.5,1.7,0.913,2.3,5.3,1,0,1.6,10.9
Jacque Vaughn\vaughja01,31,64,11.9,0.428,0.8,1,0.754,1.1,2,0.4,0,0.6,3
Joe Smith\smithjo02,31,65,23.1,0.449,1.9,2.3,0.845,6.2,0.8,0.6,0.4,1.2,8.5
Vitaly Potapenko\potapvi01,31,3,4.3,0,0,0,,0.7,0,0,0,0.7,0
Scot Pollard\pollasc01,31,24,4.5,0.423,0.1,0.2,0.5,1.3,0.1,0.2,0,0.2,1
Ruben Patterson\patteru01,31,81,31,0.55,3,4.6,0.641,5.4,2.9,1.4,0.3,2.5,14.7
Anthony Parker\parkean01,31,73,33.4,0.561,1.8,2.2,0.835,3.9,2.1,1,0.2,1,12.4
Michael Olowokandi\olowomi01,31,24,9.8,0.413,0.1,0.1,0.667,2,0.2,0.3,0.5,0.7,1.7
Fabricio Oberto\obertfa01,31,79,17.3,0.562,0.4,0.6,0.647,4.7,0.9,0.3,0.3,0.9,4.4
Mikki Moore\mooremi01,31,79,26.4,0.609,2,3,0.681,5.1,0.9,0.6,0.8,1.4,9.8
Cuttino Mobley\moblecu01,31,78,36.4,0.497,2.6,3.1,0.837,3.4,2.5,1.2,0.3,1.9,13.8
Sean Marks\marksse01,31,3,5.7,0.333,0.7,0.7,1,1,0,0,0.3,0,2
Mark Madsen\madsema01,31,56,8.4,0.535,0.3,0.5,0.517,1.6,0.2,0.2,0.2,0.4,1.1
Randy Livingston\livinra01,31,4,6.5,0,0,0,,0.3,1,0,0,0.3,0
Brevin Knight\knighbr01,31,45,28.3,0.42,2.3,2.8,0.805,2.6,6.6,1.5,0.1,2.1,9.1
Mike James\jamesmi01,31,82,25.2,0.479,1.9,2.2,0.837,2,3.6,0.7,0.1,1.6,10.1
Jerome James\jamesje01,31,41,6.7,0.418,0.2,0.4,0.556,1.6,0.1,0.1,0.4,0.6,1.9
Allen Iverson*\iversal01,31,65,42.5,0.466,7.5,9.4,0.795,3,7.2,1.9,0.2,4.1,26.3
Zydrunas Ilgauskas\ilgauzy01,31,78,27.3,0.485,2,2.5,0.807,7.7,1.6,0.6,1.3,1.8,11.9
Adonal Foyle\foylead01,31,48,9.9,0.565,0.2,0.5,0.44,2.6,0.4,0.2,1,0.5,2.2
Antonio Daniels\daniean01,31,80,22,0.467,2.6,3.1,0.832,1.9,3.6,0.5,0.1,0.9,7.1
Erick Dampier\dampier01,31,76,25.2,0.626,1.6,2.5,0.623,7.4,0.6,0.3,1.1,1.4,7.1
Austin Croshere\croshau01,31,61,11.9,0.41,0.7,0.9,0.865,3,0.7,0.2,0.1,0.5,3.7
Anthony Carter\cartean01,31,2,18.5,0.375,0,0,,1.5,5.5,0,0.5,3,3
Mark Blount\blounma01,31,82,31,0.514,1.8,2.4,0.754,6.2,0.8,0.5,0.7,1.9,12.3
Maceo Baston\bastoma01,31,47,8.6,0.664,0.8,1,0.787,1.6,0.3,0.3,0.4,0.7,2.9
Ray Allen*\allenra02,31,55,40.3,0.51,5.1,5.6,0.903,4.5,4.1,1.5,0.2,2.8,26.4
Alvin Williams\willial02,32,2,5,0,1,2,0.5,0.5,1.5,1,0,1.5,1
Rasheed Wallace\wallara01,32,75,32.3,0.485,1.4,1.8,0.788,7.2,1.7,1,1.6,1.3,12.3
Ben Wallace\wallabe01,32,77,35,0.454,1.4,3.5,0.408,10.7,2.4,1.4,2,1.3,6.4
Jerry Stackhouse\stackje01,32,67,24.1,0.476,2.7,3.2,0.847,2.2,2.8,0.8,0.1,1.7,12
Malik Rose\rosema01,32,65,12.5,0.403,0.6,0.8,0.808,2.7,1,0.4,0.1,1,3
Ira Newble\newblir01,32,15,8.6,0.541,0.4,0.7,0.6,2,0.1,0.4,0,0.2,3.1
Steve Nash*\nashst01,32,76,35.3,0.613,2.9,3.3,0.899,3.5,11.6,0.8,0.1,3.8,18.6
Jeff McInnis\mcinnje01,32,38,18.5,0.395,0.6,0.8,0.688,1.6,3.3,0.4,0,1.1,4.3
Antonio McDyess\mcdyean01,32,82,21.1,0.526,1.2,1.7,0.691,6,0.9,0.7,0.8,0.9,8.1
Anthony Johnson\johnsan02,32,67,19.4,0.45,0.7,0.9,0.754,1.5,3,0.5,0,1.1,5.3
Marc Jackson\jacksma02,32,56,18.3,0.41,1.6,1.8,0.874,3.4,1,0.4,0.1,1.2,7.3
Adrian Griffin\griffad01,32,54,10.8,0.473,0.3,0.4,0.789,2,1.1,0.6,0.1,0.7,2.5
Derek Fisher\fishede01,32,82,27.9,0.418,3.2,3.7,0.853,1.8,3.3,1,0.1,1.5,10.1
Kelvin Cato\catoke01,32,18,5.3,0.318,0.4,0.7,0.667,1.7,0,0.2,0.6,0.3,1.2
Marcus Camby\cambyma01,32,70,33.8,0.473,2.3,3.2,0.729,11.7,3.2,1.2,3.3,1.7,11.2
Chucky Atkins\atkinch01,32,75,27.5,0.515,3.4,4.1,0.81,1.9,4.6,0.7,0.1,1.7,13.2
Derek Anderson\anderde01,32,50,23.8,0.52,1.9,2.1,0.877,2.3,2.7,1,0.1,1.1,8
Corliss Williamson\willico02,33,68,19.7,0.51,2.2,3,0.715,3.3,0.6,0.4,0.2,1.4,9.1
Chris Webber\webbech01,33,61,29.9,0.455,1.7,2.6,0.638,7.2,3.1,1,0.7,1.8,11.2
Damon Stoudamire\stoudda01,33,62,24.2,0.459,1.1,1.3,0.795,2.2,4.8,0.8,0,1.6,7.5
Eric Snow\snower01,33,82,23.5,0.417,0.9,1.4,0.637,2.3,4,0.7,0.2,1.4,4.2
Theo Ratliff\ratlith01,33,2,22,0.333,1.5,2,0.75,3.5,0,0.5,1.5,0.5,2.5
Donyell Marshall\marshdo01,33,81,16.8,0.52,0.7,1,0.663,4,0.6,0.5,0.5,0.8,7
Jason Kidd*\kiddja01,33,80,36.7,0.475,2.2,2.9,0.778,8.2,9.2,1.6,0.3,2.7,13
Bobby Jackson\jacksbo01,33,56,23.8,0.446,2.3,3,0.774,3.2,2.5,0.9,0.1,1.4,10.6
Juwan Howard\howarju01,33,80,26.5,0.465,1.9,2.4,0.824,5.9,1.6,0.4,0.1,1.4,9.7
Othella Harrington\harriot01,33,26,8.5,0.446,0.7,0.8,0.773,1.5,0.2,0,0,0.6,2.6
Michael Finley\finlemi01,33,82,22.2,0.49,1.1,1.2,0.918,2.7,1.3,0.4,0.2,0.6,9
Pat Burke\burkepa01,33,23,7.1,0.4,0.3,0.6,0.615,2,0.2,0.1,0.1,0.3,2.6
Eric Williams\willier01,34,21,5.8,0.489,0.4,0.7,0.571,0.8,0.3,0.1,0,0.3,2.6
Kurt Thomas\thomaku01,34,67,18,0.486,0.8,1.1,0.789,5.7,0.4,0.4,0.4,0.5,4.6
Jalen Rose\roseja01,34,29,8.5,0.564,0.4,0.4,0.917,0.8,0.6,0.2,0.1,0.3,3.7
Kevin Ollie\ollieke01,34,53,17.3,0.433,0.7,0.8,0.822,1.4,2.5,0.4,0,0.9,3.8
Shaquille O'Neal*\onealsh01,34,40,28.4,0.591,3.1,7.4,0.422,7.4,2,0.2,1.4,2.4,17.3
Aaron McKie\mckieaa01,34,10,13.1,0.647,0,0,,1.8,1.3,0.4,0,0.8,2.2
Grant Hill*\hillgr01,34,65,30.9,0.52,3.8,5,0.765,3.6,2.1,0.9,0.4,2.2,14.4
Alan Henderson\hendeal01,34,38,11,0.642,0.9,1.2,0.702,2.8,0.3,0.2,0.3,0.3,3.1
Aaron Williams\williaa01,35,38,9.8,0.547,0.5,0.6,0.818,2.2,0.2,0.2,0.4,0.5,2
Bo Outlaw\outlabo01,35,41,11.2,0.667,0.3,0.5,0.591,2.6,0.4,0.4,0.1,0.5,2
Darrick Martin\martida01,35,31,7.1,0.42,0.5,0.7,0.714,0.4,1.4,0.1,0,0.4,3
Eddie Jones\jonesed02,35,64,24.9,0.514,0.9,1.2,0.787,3,1.7,1.1,0.2,0.7,7.7
Bruce Bowen\bowenbr01,35,82,30,0.5,0.5,0.9,0.589,2.7,1.4,0.8,0.3,0.8,6.2
Brent Barry\barrybr01,35,75,21.7,0.626,1.4,1.6,0.88,2.1,1.8,0.7,0.2,0.8,8.5
David Wesley\wesleda01,36,35,10.1,0.353,0.6,0.8,0.714,1,1.1,0.3,0.1,0.5,2.1
Eric Piatkowski\piatker01,36,11,6.6,0.5,0.2,0.2,1,0.8,0.4,0,0.1,0.5,2.5
Alonzo Mourning*\mournal01,36,77,20.4,0.56,2.4,4,0.601,4.5,0.2,0.2,2.3,1.7,8.6
Lindsey Hunter\hunteli01,36,52,14.3,0.463,0.6,0.6,0.909,0.9,1.8,0.7,0.1,0.7,4.9
Robert Horry\horryro01,36,68,16.5,0.458,0.6,0.9,0.594,3.4,1.1,0.7,0.6,0.6,3.9
Doug Christie\chrisdo01,36,7,11.7,0.324,0.3,0.4,0.667,1.6,1.1,0.4,0.1,0.7,1.9
Dale Davis\davisda01,37,46,10.1,0.446,0.4,0.6,0.654,3,0.3,0.2,0.7,0.3,1.8
Sam Cassell\cassesa01,37,58,24.3,0.443,2.8,3.1,0.879,2.9,4.7,0.5,0.1,1.7,12.3
P.J. Brown\brownpj01,37,72,20.2,0.407,1.3,1.7,0.787,4.8,0.7,0.3,0.7,1.2,6.1
Gary Payton*\paytoga01,38,68,22.1,0.437,0.6,0.8,0.667,1.9,3,0.6,0,1,5.3
Darrell Armstrong\armstda01,38,81,15.7,0.509,0.9,1.1,0.785,1.7,2.4,0.9,0.1,0.9,5.6
Clifford Robinson\robincl02,40,50,19.1,0.429,0.3,0.7,0.444,2.4,1,0.2,0.5,0.6,4.1
Dikembe Mutombo*\mutomdi01,40,75,17.2,0.556,0.8,1.2,0.69,6.5,0.2,0.3,1,0.5,3.1
Kevin Willis\willike02,44,5,8.6,0.385,0.4,0.4,1,1.6,0.2,0.4,0.2,0.4,2.4